,To work (min),From work (min)
2017-07-13 00:00:42.531,36.9833333333,36.8333333333
2017-07-13 00:05:44.158,36.9333333333,36.7833333333
2017-07-13 00:10:46.004,36.5,36.7833333333
2017-07-13 00:15:47.846,36.45,36.7666666667
2017-07-13 00:20:49.814,36.8333333333,36.7
2017-07-13 00:25:51.712,36.9,36.8833333333
2017-07-13 00:30:53.536,36.6666666667,37.15
2017-07-13 00:35:55.181,36.25,37.1833333333
2017-07-13 00:40:56.934,36.15,37.2
2017-07-13 00:45:59.103,36.1666666667,37.2333333333
2017-07-13 00:51:01.105,36.2166666667,37.25
2017-07-13 00:56:03.391,36.15,37.1166666667
2017-07-13 01:01:05.287,36.3166666667,37.0166666667
2017-07-13 01:06:07.472,36.3166666667,37.0833333333
2017-07-13 01:11:09.258,36.2,37.1166666667
2017-07-13 01:16:11.000,36.2166666667,37.1333333333
2017-07-13 01:21:12.737,36.3,37.3666666667
2017-07-13 01:26:14.624,36.25,37.2333333333
2017-07-13 01:31:16.473,36.3666666667,37.35
2017-07-13 01:36:18.337,36.3,37.4333333333
2017-07-13 01:41:20.138,36.15,37.4166666667
2017-07-13 01:46:21.811,36.1833333333,37.4333333333
2017-07-13 01:51:23.404,36.2333333333,37.3833333333
2017-07-13 01:56:24.940,36.1333333333,37.3
2017-07-13 02:01:26.713,36.1,37.25
2017-07-13 02:06:28.993,36.1,37.1833333333
2017-07-13 02:11:30.707,35.9,37.0666666667
2017-07-13 02:16:32.435,35.85,37.0833333333
2017-07-13 02:21:34.200,36.1166666667,37.0333333333
2017-07-13 02:26:36.205,36.1333333333,37.2333333333
2017-07-13 02:31:37.753,36.25,37.3166666667
2017-07-13 02:36:39.324,36.3166666667,37.6166666667
2017-07-13 02:41:40.981,36.3,37.6666666667
2017-07-13 02:46:42.618,36.3666666667,37.65
2017-07-13 02:51:44.200,36.35,37.7166666667
2017-07-13 02:56:45.926,36.4333333333,37.7
2017-07-13 03:01:47.590,36.2833333333,37.5666666667
2017-07-13 03:06:49.138,36.1666666667,37.5333333333
2017-07-13 03:11:50.732,36.2333333333,37.6
2017-07-13 03:16:52.326,36.2,37.5166666667
2017-07-13 03:21:53.838,36.2333333333,37.5
2017-07-13 03:26:55.541,36.1166666667,37.3166666667
2017-07-13 03:31:57.150,36.05,37.2166666667
2017-07-13 03:36:58.793,35.9166666667,37.1333333333
2017-07-13 03:42:00.552,35.9,37.1333333333
2017-07-13 03:47:02.273,35.8,37.1166666667
2017-07-13 03:52:04.154,35.8333333333,36.9666666667
2017-07-13 03:57:05.805,35.65,37.0666666667
2017-07-13 04:02:07.585,35.6666666667,37.3333333333
2017-07-13 04:07:09.270,35.7833333333,37.4333333333
2017-07-13 04:12:10.936,35.8166666667,37.5666666667
2017-07-13 04:17:12.657,35.6166666667,37.65
2017-07-13 04:22:14.285,35.65,37.5333333333
2017-07-13 04:27:15.932,35.6166666667,37.3166666667
2017-07-13 04:32:17.787,35.7,37.5
2017-07-13 04:37:19.647,35.75,37.6
2017-07-13 04:42:21.545,35.7333333333,37.4666666667
2017-07-13 04:47:23.196,35.8166666667,37.5166666667
2017-07-13 04:52:25.055,35.7833333333,37.5
2017-07-13 04:57:26.776,35.7333333333,37.6333333333
2017-07-13 05:02:28.562,35.6833333333,37.45
2017-07-13 05:07:30.350,35.6833333333,37.2
2017-07-13 05:12:32.006,35.5333333333,37.05
2017-07-13 05:17:33.755,35.45,37.1166666667
2017-07-13 05:22:36.218,35.35,37.1333333333
2017-07-13 05:27:37.854,35.4333333333,37.4166666667
2017-07-13 05:32:39.612,35.45,37.4666666667
2017-07-13 05:37:41.260,36.3166666667,37.4333333333
2017-07-13 05:42:42.987,36.2333333333,37.5166666667
2017-07-13 05:47:44.561,37.35,37.6
2017-07-13 05:52:46.204,37.2,37.6166666667
2017-07-13 05:57:47.808,37.15,37.4833333333
2017-07-13 06:02:49.494,37.2666666667,37.3833333333
2017-07-13 06:07:51.239,38.5666666667,37.4666666667
2017-07-13 06:12:53.047,39.15,37.6333333333
2017-07-13 06:17:54.658,41.1,37.8833333333
2017-07-13 06:22:56.147,40.8166666667,38.0
2017-07-13 06:27:57.624,41.9333333333,37.9166666667
2017-07-13 06:32:59.207,41.8333333333,38.2333333333
2017-07-13 06:38:00.975,41.3666666667,38.4
2017-07-13 06:43:02.510,41.8833333333,38.6333333333
2017-07-13 06:48:04.016,42.1833333333,38.55
2017-07-13 06:53:05.969,43.35,38.75
2017-07-13 06:58:07.601,43.0333333333,38.5833333333
2017-07-13 07:03:09.330,43.5666666667,38.5833333333
2017-07-13 07:08:10.805,45.0333333333,38.5
2017-07-13 07:13:12.384,48.2333333333,38.3
2017-07-13 07:18:13.934,46.7666666667,38.0166666667
2017-07-13 07:23:15.525,46.9166666667,38.4166666667
2017-07-13 07:28:17.204,47.9833333333,38.4833333333
2017-07-13 07:33:18.751,48.3833333333,38.65
2017-07-13 07:38:20.492,48.4833333333,38.7
2017-07-13 07:43:22.306,47.2833333333,38.6
2017-07-13 07:48:23.846,46.4333333333,39.0833333333
2017-07-13 07:53:25.699,47.0166666667,39.2833333333
2017-07-13 07:58:27.306,50.0333333333,40.8833333333
2017-07-13 08:03:28.883,46.1333333333,41.6666666667
2017-07-13 08:08:30.502,47.3666666667,42.5666666667
2017-07-13 08:13:32.238,44.8833333333,42.6166666667
2017-07-13 08:18:33.932,44.8333333333,42.8666666667
2017-07-13 08:23:35.756,45.1166666667,43.2333333333
2017-07-13 08:28:37.566,45.05,43.65
2017-07-13 08:33:39.389,44.8166666667,41.4833333333
2017-07-13 08:38:41.064,43.5333333333,40.3333333333
2017-07-13 08:43:42.816,41.3,40.25
2017-07-13 08:48:44.606,39.2833333333,39.1666666667
2017-07-13 08:53:46.467,39.3166666667,38.8833333333
2017-07-13 08:58:48.197,39.7833333333,38.7833333333
2017-07-13 09:03:50.210,38.2333333333,38.5833333333
2017-07-13 09:08:52.149,37.4833333333,38.1666666667
2017-07-13 09:13:53.853,37.8333333333,38.05
2017-07-13 09:18:55.590,37.95,38.1166666667
2017-07-13 09:23:57.879,38.45,38.1333333333
2017-07-13 09:28:59.554,38.9,38.35
2017-07-13 09:34:01.535,39.6333333333,38.35
2017-07-13 09:39:03.426,39.6166666667,38.2833333333
2017-07-13 09:44:05.350,39.75,38.7666666667
2017-07-13 09:49:07.113,40.0,38.7
2017-07-13 09:54:09.169,40.2333333333,38.65
2017-07-13 09:59:10.954,40.8833333333,38.4833333333
2017-07-13 10:04:13.115,41.5166666667,38.4166666667
2017-07-13 10:09:15.182,40.7666666667,38.6833333333
2017-07-13 10:14:16.902,40.6,39.0
2017-07-13 10:19:18.946,40.1333333333,38.5666666667
2017-07-13 10:24:20.829,40.7666666667,38.5166666667
2017-07-13 10:29:22.765,39.8166666667,38.5666666667
2017-07-13 10:34:24.918,39.9833333333,38.55
2017-07-13 10:39:26.778,40.05,38.45
2017-07-13 10:44:28.722,39.8,38.25
2017-07-13 10:49:30.366,40.2166666667,38.3833333333
2017-07-13 10:54:32.164,39.35,38.5833333333
2017-07-13 10:59:34.072,40.1666666667,38.9333333333
2017-07-13 11:04:35.958,40.2333333333,38.8
2017-07-13 11:09:37.984,39.65,38.7833333333
2017-07-13 11:14:39.698,39.5166666667,39.0833333333
2017-07-13 11:19:41.787,40.4333333333,39.0666666667
2017-07-13 11:24:43.745,40.2333333333,39.3
2017-07-13 11:29:45.704,39.4833333333,39.4166666667
2017-07-13 11:34:47.533,38.5833333333,39.65
2017-07-13 11:39:49.671,39.1333333333,39.8333333333
2017-07-13 11:44:51.566,39.0,40.1333333333
2017-07-13 11:49:53.497,38.7833333333,39.95
2017-07-13 11:54:55.852,38.85,39.8166666667
2017-07-13 11:59:58.250,38.9666666667,39.8333333333
2017-07-13 12:05:00.134,38.8666666667,39.8166666667
2017-07-13 12:10:02.102,39.2333333333,39.5833333333
2017-07-13 12:15:04.498,38.7666666667,39.6166666667
2017-07-13 12:20:06.516,38.3,39.7
2017-07-13 12:25:08.519,39.2166666667,39.6833333333
2017-07-13 12:30:10.369,38.9,39.45
2017-07-13 12:35:12.094,38.8833333333,39.25
2017-07-13 12:40:13.915,39.1333333333,39.55
2017-07-13 12:45:16.461,38.55,40.4666666667
2017-07-13 12:50:18.531,38.45,40.1
2017-07-13 12:55:20.565,38.4333333333,39.7
2017-07-13 13:00:22.538,38.05,39.5333333333
2017-07-13 13:05:24.547,37.7166666667,39.3833333333
2017-07-13 13:10:26.516,38.2166666667,39.0
2017-07-13 13:20:33.584,38.7166666667,39.3666666667
2017-07-13 13:25:35.242,38.5333333333,39.25
2017-07-13 13:30:37.437,39.2833333333,40.3
2017-07-13 13:35:39.286,38.8833333333,40.4833333333
2017-07-13 13:40:41.221,38.9333333333,40.5333333333
2017-07-13 13:45:42.923,38.7333333333,40.0166666667
2017-07-13 13:50:44.919,38.2333333333,39.6666666667
2017-07-13 13:55:46.794,38.1333333333,39.6666666667
2017-07-13 14:00:48.760,38.4666666667,40.0
2017-07-13 14:05:50.708,39.0833333333,39.6333333333
2017-07-13 14:10:52.737,38.2833333333,39.0
2017-07-13 14:15:54.573,38.7666666667,38.9
2017-07-13 14:20:56.410,38.5833333333,38.9833333333
2017-07-13 14:25:58.354,38.5833333333,38.8666666667
2017-07-13 14:31:00.254,38.05,38.75
2017-07-13 14:36:02.163,38.8666666667,39.1166666667
2017-07-13 14:41:04.291,38.5833333333,39.2666666667
2017-07-13 14:46:06.628,38.65,39.15
2017-07-13 14:51:08.423,38.9333333333,39.4666666667
2017-07-13 14:56:10.307,37.9666666667,39.4
2017-07-13 15:01:12.002,38.5333333333,39.55
2017-07-13 15:06:13.714,38.6666666667,39.65
2017-07-13 15:11:15.941,38.65,39.3666666667
2017-07-13 15:16:18.035,38.8166666667,39.35
2017-07-13 15:21:19.891,38.8833333333,39.45
2017-07-13 15:26:22.399,38.5666666667,39.7666666667
2017-07-13 15:31:24.145,38.55,39.7833333333
2017-07-13 15:36:26.113,38.45,40.35
2017-07-13 15:41:27.917,38.5833333333,40.2833333333
2017-07-13 15:46:29.967,38.4,40.6833333333
2017-07-13 15:51:32.098,38.7833333333,41.6166666667
2017-07-13 15:56:33.833,38.5833333333,41.5333333333
2017-07-13 16:01:36.058,38.2,42.3166666667
2017-07-13 16:06:38.315,38.3666666667,42.3666666667
2017-07-13 16:11:40.209,38.9333333333,42.6
2017-07-13 16:16:42.005,38.5833333333,42.85
2017-07-13 16:21:43.789,38.5333333333,43.6333333333
2017-07-13 16:26:45.607,38.9,44.25
2017-07-13 16:31:47.375,38.6166666667,45.0166666667
2017-07-13 16:36:49.286,38.5666666667,45.5333333333
2017-07-13 16:41:50.988,38.4666666667,46.3166666667
2017-07-13 16:46:52.856,38.5333333333,46.1666666667
2017-07-13 16:51:54.625,38.4333333333,47.6833333333
2017-07-13 16:56:56.339,38.1333333333,47.2166666667
2017-07-13 17:01:57.981,38.5333333333,48.2666666667
2017-07-13 17:06:59.826,37.65,47.4
2017-07-13 17:12:01.961,38.3166666667,46.2166666667
2017-07-13 17:17:03.641,38.2833333333,46.4166666667
2017-07-13 17:22:05.867,39.0833333333,45.65
2017-07-13 17:27:07.526,38.0166666667,44.6833333333
2017-07-13 17:32:09.388,37.3833333333,44.4166666667
2017-07-13 17:37:11.553,37.3833333333,43.7666666667
2017-07-13 17:42:13.484,37.2166666667,42.2166666667
2017-07-13 17:47:15.217,37.55,41.9
2017-07-13 17:52:17.160,37.3333333333,41.1333333333
2017-07-13 17:57:19.121,38.0166666667,39.6833333333
2017-07-13 18:02:20.832,37.2833333333,38.9333333333
2017-07-13 18:07:22.844,37.3333333333,38.2666666667
2017-07-13 18:12:25.439,37.5,38.25
2017-07-13 18:17:27.227,36.7166666667,38.1
2017-07-13 18:27:30.912,37.1166666667,37.7166666667
2017-07-13 18:37:34.662,36.6333333333,37.4
2017-07-13 18:42:36.510,36.4333333333,37.5666666667
2017-07-13 18:47:38.301,36.5333333333,37.8166666667
2017-07-13 18:52:40.001,36.2666666667,37.9666666667
2017-07-13 18:57:41.970,36.1666666667,38.0
2017-07-13 19:02:43.796,36.6833333333,38.1833333333
2017-07-13 19:07:45.588,36.95,38.7333333333
2017-07-13 19:12:47.377,37.3333333333,38.7166666667
2017-07-13 19:17:49.008,36.5666666667,39.0
2017-07-13 19:22:50.743,36.5833333333,38.7833333333
2017-07-13 19:27:52.581,36.45,38.3666666667
2017-07-13 19:32:54.504,36.6166666667,38.2833333333
2017-07-13 19:37:56.450,36.4333333333,38.1833333333
2017-07-13 19:42:58.595,36.1166666667,38.0833333333
2017-07-13 19:48:00.223,36.4333333333,38.75
2017-07-13 19:53:02.287,36.55,39.1166666667
2017-07-13 19:58:04.130,36.35,38.2166666667
2017-07-13 20:03:06.070,36.45,38.0333333333
2017-07-13 20:08:08.283,36.6666666667,37.8833333333
2017-07-13 20:13:10.026,36.45,38.1833333333
2017-07-13 20:18:11.755,37.05,38.1833333333
2017-07-13 20:23:13.627,36.6,37.9666666667
2017-07-13 20:28:15.518,36.8666666667,38.0166666667
2017-07-13 20:33:17.497,36.9333333333,38.05
2017-07-13 20:38:19.423,37.4,38.2166666667
2017-07-13 20:43:21.230,36.85,38.35
2017-07-13 20:48:23.419,36.8166666667,38.5166666667
2017-07-13 20:53:25.094,37.6666666667,38.3666666667
2017-07-13 20:58:26.891,36.9,38.45
2017-07-13 21:03:28.760,36.7666666667,38.5166666667
2017-07-13 21:08:30.545,36.9166666667,38.2333333333
2017-07-13 21:13:32.284,36.85,38.1166666667
2017-07-13 21:18:33.915,37.15,38.0666666667
2017-07-13 21:23:36.056,37.1666666667,38.0333333333
2017-07-13 21:28:37.814,37.1666666667,37.8
2017-07-13 21:33:39.722,37.0833333333,37.6833333333
2017-07-13 21:38:41.530,37.1333333333,37.6166666667
2017-07-13 21:43:43.242,36.7666666667,37.4666666667
2017-07-13 21:48:44.911,37.2666666667,37.4
2017-07-13 21:53:46.604,37.55,37.65
2017-07-13 21:58:48.506,37.7,37.6
2017-07-13 22:03:50.304,37.65,37.6333333333
2017-07-13 22:08:52.285,37.75,37.7333333333
2017-07-13 22:13:54.164,37.8666666667,37.95
2017-07-13 22:18:56.070,37.2833333333,38.0
2017-07-13 22:23:57.925,37.1,38.2333333333
2017-07-13 22:28:59.665,37.1333333333,38.25
2017-07-13 22:34:01.428,37.4166666667,38.4666666667
2017-07-13 22:39:03.225,37.1666666667,38.35
2017-07-13 22:44:04.926,36.75,38.0
2017-07-13 22:49:06.619,36.8166666667,38.0
2017-07-13 22:54:08.418,36.9,37.95
2017-07-13 22:59:10.320,36.85,38.1333333333
2017-07-13 23:04:12.142,36.75,38.4
2017-07-13 23:09:14.121,36.6166666667,38.2166666667
2017-07-13 23:14:16.211,36.4833333333,38.0
2017-07-13 23:19:17.851,36.55,37.9166666667
2017-07-13 23:24:19.645,36.4,37.7
2017-07-13 23:29:21.443,36.55,37.6666666667
2017-07-13 23:34:23.577,36.65,37.6333333333
2017-07-13 23:39:25.364,36.5333333333,37.55
2017-07-13 23:44:27.641,36.6,37.55
2017-07-13 23:49:29.443,36.35,37.4166666667
2017-07-13 23:54:31.123,36.2333333333,37.3666666667
2017-07-13 23:59:32.727,36.15,37.3333333333
